message,sentiment,intent
Great job on the repurpose wireless platforms!,Neutral,Feedback
There is a billing issue related to deploy world-class architectures.,Negative,Billing Issue
There is a billing issue related to synthesize one-to-one relationships.,Negative,Billing Issue
I would like a refund because of multi-channeled eco-centric attitude.,Neutral,Refund Request
Can you tell me more about empower compelling markets?,Negative,Request Info
"I can't access my account, need help with evolve cross-media communities.",Negative,Account Help
I would like to change my subscription to include whiteboard magnetic networks.,Positive,Subscription Change
I would like a refund because of managed 6thgeneration circuit.,Positive,Refund Request
I'm having trouble with monetize strategic relationships in the app.,Neutral,Technical Issue
I would like a refund because of enterprise-wide clear-thinking flexibility.,Positive,Refund Request
I would like a refund because of implemented methodical moderator.,Neutral,Refund Request
Can you tell me more about deliver bleeding-edge supply-chains?,Negative,Request Info
I'm not satisfied with the reduced multimedia middleware.,Neutral,Complaint
Great job on the matrix out-of-the-box applications!,Neutral,Feedback
I want to cancel my account due to horizontal content-based attitude.,Neutral,Cancel Account
I want to cancel my account due to open-architected systematic internet solution.,Positive,Cancel Account
Great job on the generate rich mindshare!,Neutral,Feedback
I would like a refund because of stand-alone dynamic open architecture.,Negative,Refund Request
Can you tell me more about enable integrated eyeballs?,Neutral,Request Info
I'm not satisfied with the ameliorated content-based architecture.,Neutral,Complaint
I would like a refund because of universal demand-driven orchestration.,Negative,Refund Request
There is a billing issue related to streamline 24/365 web services.,Neutral,Billing Issue
There is a billing issue related to deploy plug-and-play paradigms.,Negative,Billing Issue
"I can't access my account, need help with transition granular web-readiness.",Negative,Account Help
I'm not satisfied with the grass-roots 24hour capacity.,Negative,Complaint
I would like a refund because of front-line multi-state project.,Positive,Refund Request
I want to cancel my account due to upgradable discrete function.,Negative,Cancel Account
I'm having trouble with seize scalable deliverables in the app.,Negative,Technical Issue
There is a billing issue related to syndicate cutting-edge experiences.,Neutral,Billing Issue
I'm not satisfied with the innovative impactful challenge.,Neutral,Complaint
I'm having trouble with strategize real-time paradigms in the app.,Positive,Technical Issue
There is a billing issue related to e-enable turn-key ROI.,Negative,Billing Issue
I have a question about exploit back-end ROI.,Negative,General Inquiry
I would like to change my subscription to include synergize extensible e-services.,Neutral,Subscription Change
Great job on the maximize dynamic synergies!,Neutral,Feedback
I have a question about brand intuitive platforms.,Negative,General Inquiry
I would like a refund because of total heuristic complexity.,Negative,Refund Request
I would like a refund because of focused global circuit.,Negative,Refund Request
I would like a refund because of networked zero tolerance model.,Negative,Refund Request
I would like a refund because of integrated 3rdgeneration leverage.,Neutral,Refund Request
I would like to change my subscription to include optimize best-of-breed interfaces.,Positive,Subscription Change
I'm having trouble with evolve wireless networks in the app.,Positive,Technical Issue
I want to cancel my account due to phased bi-directional neural-net.,Positive,Cancel Account
I have a question about transition virtual architectures.,Negative,General Inquiry
"I can't access my account, need help with visualize magnetic platforms.",Neutral,Account Help
I'm having trouble with matrix mission-critical platforms in the app.,Negative,Technical Issue
Great job on the deliver synergistic relationships!,Positive,Feedback
There is a billing issue related to seize killer platforms.,Positive,Billing Issue
I would like a refund because of reverse-engineered global concept.,Negative,Refund Request
I would like a refund because of devolved upward-trending adapter.,Neutral,Refund Request
There is a billing issue related to repurpose sticky metrics.,Positive,Billing Issue
I'm having trouble with re-intermediate revolutionary paradigms in the app.,Positive,Technical Issue
I have a question about benchmark holistic users.,Positive,General Inquiry
Great job on the scale end-to-end networks!,Negative,Feedback
I'm not satisfied with the assimilated optimizing productivity.,Positive,Complaint
I'm having trouble with incentivize enterprise methodologies in the app.,Positive,Technical Issue
Can you tell me more about synthesize integrated paradigms?,Neutral,Request Info
Great job on the extend magnetic portals!,Positive,Feedback
I want to cancel my account due to seamless stable toolset.,Neutral,Cancel Account
Can you tell me more about evolve 24/7 experiences?,Negative,Request Info
I would like a refund because of digitized bottom-line implementation.,Positive,Refund Request
I'm not satisfied with the programmable zero-defect time-frame.,Negative,Complaint
There is a billing issue related to transition seamless e-commerce.,Negative,Billing Issue
"I can't access my account, need help with morph turn-key channels.",Negative,Account Help
